last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,address,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id
Marsalis,John,Henry,,,,1904-05-09,M,rep,CO,3,,Democrat,,M000144,,,,,,407167
Burke,Thomas,Henry,,,,1904-05-06,M,rep,OH,9,,Democrat,,B001100,,,,,,402045
Howell,Charles,Robert,,,,1904-04-23,M,rep,NJ,4,,Democrat,,H000858,,,,,,405705
Bartlett,Edward,Lewis,,Bob,,1904-04-20,M,sen,AK,,2,Democrat,,B000201,,,,,,401200
Cole,William,Sterling,,,,1904-04-18,M,rep,NY,37,,Republican,,C000617,,,,,,402746
Case,Clifford,Philip,,,,1904-04-16,M,sen,NJ,,2,Republican,,C000220,1302,,,,,402366
Taylor,Glen,Hearst,,,,1904-04-12,M,sen,ID,,3,Democrat,,T000079,,,,,,410663
Anderson,John,Zuinglius,,,,1904-03-22,M,rep,CA,8,,Republican,,A000196,,,,,,400851
Elsaesser,Edward,Julius,,,,1904-03-10,M,rep,NY,43,,Republican,,E000159,,,,,,403850
Steed,Thomas,Jefferson,,,,1904-03-02,M,rep,OK,4,,Democrat,,S000829,1104,,,,,410293
Ashmore,Robert,Thomas,,,,1904-02-22,M,rep,SC,4,,Democrat,,A000223,,,,,,400962
Lovre,Harold,Orrin,,,,1904-01-30,M,rep,SD,1,,Republican,,L000468,,,,,,406957
Smith,John,Joseph,,,,1904-01-25,M,rep,CT,5,,Democrat,,S000572,,,,,,410054
Secrest,Robert,Thompson,,,,1904-01-22,M,rep,OH,15,,Democrat,,S000219,,,,,,409724
Bennett,John,Bonifas,,,,1904-01-10,M,rep,MI,12,,Republican,,B000377,,,,,,401369
Winstead,William,Arthur,,,,1904-01-06,M,rep,MS,4,,Democrat,,W000641,,,,,,411795
Russell,Charles,Hinton,,,,1903-12-27,M,rep,NV,0,,Republican,,R000522,,,,,,409480
Ford,Aaron,Lane,,,,1903-12-21,M,rep,MS,4,,Democrat,,F000258,,,,,,404210
Harris,Oren,,,,,1903-12-20,M,rep,AR,4,,Democrat,,H000249,,,,,,405127
Holifield,Chester,Earl,,,,1903-12-03,M,rep,CA,19,,Democrat,,H000713,551,,,,,405565
Rooney,John,James,,,,1903-11-29,M,rep,NY,14,,Democrat,,R000424,984,,,,,409389
McGrath,James,Howard,,,,1903-11-28,M,sen,RI,,1,Democrat,,M000456,,,,,,407455
Flood,Daniel,John,,,,1903-11-26,M,rep,PA,11,,Democrat,,F000209,391,,,,,404164
Fisher,Ovie,Clark,,,,1903-11-22,M,rep,TX,21,,Democrat,,F000152,386,,,,,404107
Dollinger,Isidore,,,,,1903-11-13,M,rep,NY,23,,Democrat,,D000402,,,,,,403516
Gathings,Ezekiel,Candler,,,,1903-11-10,M,rep,AR,1,,Democrat,,G000098,,,,,,404470
Mruk,Joseph,,,,,1903-11-06,M,rep,NY,41,,Republican,,M001058,,,,,,408024
Dawson,William,Adams,,,,1903-11-05,M,rep,UT,2,,Republican,,D000155,,,,,,403288
Dilweg,LaVern,Ralph,,,,1903-11-01,M,rep,WI,8,,Democrat,,D000349,,,,,,403467
Byron,Katharine,Edgar,,,,1903-10-25,F,rep,MD,6,,Democrat,,B001222,,,,,,402161
Lodge,John,Davis,,,,1903-10-20,M,rep,CT,4,,Republican,,L000395,,,,,,406887
Thill,Lewis,Dominic,,,,1903-10-18,M,rep,WI,5,,Republican,,T000153,,,,,,410735
McMahon,Brien,,,,,1903-10-06,M,sen,CT,,3,Democrat,,M000559,,,,,,407551
Brown,Ernest,S.,,,,1903-09-25,M,sen,NV,,3,Republican,,B000913,,,,,,401869
Hendricks,Joseph,Edward,,,,1903-09-24,M,rep,FL,5,,Democrat,,H000492,,,,,,405355
Fine,Sidney,Asher,,,,1903-09-14,M,rep,NY,22,,Democrat,,F000126,,,,,,404081
Oakman,Charles,Gibb,,,,1903-09-04,M,rep,MI,17,,Republican,,O000004,,,,,,408316
Byrns,Joseph,Wellington,Jr.,,,1903-08-15,M,rep,TN,5,,Democrat,,B001218,,,,,,402157
Ferguson,Phillip,Colgan,,,,1903-08-15,M,rep,OK,8,,Democrat,,F000082,,,,,,404040
Buffett,Howard,Homan,,,,1903-08-13,M,rep,NE,2,,Republican,,B001039,,,,,,401989
Bottum,Joseph,H.,,,,1903-08-07,M,sen,SD,,3,Republican,,B000656,,,,,,401619
D’Alesandro,Thomas,,Jr.,,,1903-08-01,M,rep,MD,3,,Democrat,,D000007,,,,,,403141
Kefauver,Carey,Estes,,,,1903-07-26,M,sen,TN,,2,Democrat,,K000044,,,,,,406214
Taft,Kingsley,Arter,,,,1903-07-19,M,sen,OH,,1,Republican,,T000008,,,,,,410598
Harmon,Randall,S.,,,,1903-07-19,M,rep,IN,10,,Democrat,,H000216,,,,,,405094
O’Neill,Edward,Leo,,,,1903-07-10,M,rep,NJ,11,,Democrat,,O000094,,,,,,408303
McArdle,Joseph,A.,,,,1903-06-29,M,rep,PA,33,,Democrat,,M000297,,,,,,407312
Huber,Walter,B.,,,,1903-06-29,M,rep,OH,14,,Democrat,,H000898,,,,,,405744
Hennings,Thomas,Carey,Jr.,,,1903-06-25,M,sen,MO,,3,Democrat,,H000502,,,,,,405365
Short,Don,Levingston,,,,1903-06-22,M,rep,ND,2,,Republican,,S000378,,,,,,409872
Glenn,Milton,Willits,,,,1903-06-18,M,rep,NJ,2,,Republican,,G000237,,,,,,404599
Bray,William,Gilmer,,,,1903-06-17,M,rep,IN,6,,Republican,,B000778,119,,,,,401737
Yarborough,Ralph,Webster,,,,1903-06-08,M,sen,TX,,1,Democrat,,Y000006,,,,,,411940
Ross,Robert,Tripp,,,,1903-06-04,M,rep,NY,5,,Republican,,R000453,,,,,,409417
Hardy,Porter,,Jr.,,,1903-06-01,M,rep,VA,2,,Democrat,,H000197,,,,,,405078
Rivers,Ralph,Julian,,,,1903-05-23,M,rep,AK,0,,Democrat,,R000282,,,,,,409255
Harrington,Vincent,Francis,,,,1903-05-16,M,rep,IA,9,,Democrat,,H000231,,,,,,405109
Abernethy,Thomas,Gerstle,,,,1903-05-16,M,rep,MS,1,,Democrat,,A000016,,,,,,400678
Pirnie,Alexander,,,,,1903-04-16,M,rep,NY,32,,Republican,,P000366,,,,,,408762
Coon,Samuel,Harrison,,,,1903-04-15,M,rep,OR,2,,Republican,,C000743,,,,,,402864
O’Malley,Thomas,David Patrick,,,,1903-03-24,M,rep,WI,5,,Democrat,,O000087,,,,,,408297
Scott,Byron,Nicholson,,,,1903-03-21,M,rep,CA,18,,Democrat,,S000165,,,,,,409672
Quinn,Thomas,Vincent,,,,1903-03-16,M,rep,NY,5,,Democrat,,Q000021,,,,,,408983
Mansfield,Michael,Joseph,,Mike,,1903-03-16,M,sen,MT,,1,Democrat,,M000113,1389,,,,,407137
Sadowski,George,Gregory,,,,1903-03-12,M,rep,MI,1,,Democrat,,S000011,,,,,,409531
Luce,Clare,Boothe,,,,1903-03-10,F,rep,CT,4,,Republican,,L000497,,,,,,406984
Frear,Joseph,Allen,Jr.,,,1903-03-07,M,sen,DE,,2,Democrat,,F000356,,,,,,404303
Fulton,James,Grove,,,,1903-03-01,M,rep,PA,27,,Republican,,F000422,,,,,,404364
Devereux,James,Patrick Sinnott,,,,1903-02-20,M,rep,MD,2,,Republican,,D000278,,,,,,403410
Garmatz,Edward,Alexander,,,,1903-02-07,M,rep,MD,3,,Democrat,,G000071,,,,,,404443
Costello,John,Martin,,,,1903-01-15,M,rep,CA,15,,Democrat,,C000795,,,,,,402914
Transue,Andrew,Jackson,,,,1903-01-12,M,rep,MI,6,,Democrat,,T000354,,,,,,410924
Wearin,Otha,Donner,,,,1903-01-10,M,rep,IA,7,,Democrat,,W000221,,,,,,411389
Karst,Raymond,Willard,,,,1902-12-31,M,rep,MO,12,,Democrat,,K000012,,,,,,406184
Fletcher,Charles,Kimball,,,,1902-12-15,M,rep,CA,23,,Republican,,F000199,,,,,,404154
Marcantonio,Vito,Anthony,,,,1902-12-10,M,rep,NY,18,,American Labor,,M000122,,,,,,407146
McMullen,Chester,Bartow,,,,1902-12-06,M,rep,FL,1,,Democrat,,M000577,,,,,,407568
Thurmond,J.,Strom,,,,1902-12-05,M,sen,SC,,2,Republican,,T000254,1448,,S096,,,300157
Buchanan,Frank,,,,,1902-12-01,M,rep,PA,33,,Democrat,,B001002,,,,,,401952
Miller,Ward,MacLaughlin,,,,1902-11-29,M,rep,OH,6,,Republican,,M000759,,,,,,407737
McDowell,John,Ralph,,,,1902-11-06,M,rep,PA,29,,Republican,,M000422,,,,,,407422
Farbstein,Leonard,,,,,1902-10-12,M,rep,NY,19,,Democrat,,F000015,,,,,,403977
Sacks,Leon,,,,,1902-10-07,M,rep,PA,1,,Democrat,,S000008,,,,,,409528
Berry,Ellis,Yarnal,,,,1902-10-06,M,rep,SD,2,,Republican,,B000416,,,,,,401403
Sheridan,John,Edward,,,,1902-09-15,M,rep,PA,4,,Democrat,,S000342,,,,,,409839
Whalley,John,Irving,,,,1902-09-14,M,rep,PA,12,,Republican,,W000320,,,,,,411482
Allen,Robert,Gray,,,,1902-08-24,M,rep,PA,28,,Democrat,,A000145,,,,,,400801
Burnside,Maurice,Gwinn,,,,1902-08-23,M,rep,WV,4,,Democrat,,B001131,,,,,,402075
Davenport,Harry,James,,,,1902-08-22,M,rep,PA,29,,Democrat,,D000071,,,,,,403209
Pelly,Thomas,Minor,,,,1902-08-22,M,rep,WA,1,,Republican,,P000196,,,,,,408600
Sullivan,Leonor,Kretzer,,,,1902-08-21,F,rep,MO,3,,Democrat,,S001057,1124,,,,,410511
Maciora,Lucien,John,,,,1902-08-17,M,rep,CT,0,,Democrat,,M000018,,,,,,407047
Wright,James,Assion,,,,1902-08-11,M,rep,PA,32,,Democrat,,W000762,,,,,,411911
O’Toole,Donald,Lawrence,,,,1902-08-01,M,rep,NY,13,,Democrat,,O000133,,,,,,408312
Fallon,George,Hyde,,,,1902-07-24,M,rep,MD,4,,Democrat,,F000012,,,,,,403974
Barry,William,Bernard,,,,1902-07-21,M,rep,NY,4,,Democrat,,B000191,,,,,,401190
Buchanan,Vera,Daerr,,,,1902-07-20,F,rep,PA,30,,Democrat,,B001009,,,,,,401959
Watts,John,Clarence,,,,1902-07-09,M,rep,KY,6,,Democrat,,W000212,,,,,,411381
Hand,Thomas,Millet,,,,1902-07-07,M,rep,NJ,2,,Republican,,H000154,,,,,,405036
Lodge,Henry,Cabot,Jr.,,,1902-07-05,M,sen,MA,,1,Republican,,L000394,,,,,,406886
Murphy,George,Lloyd,,,,1902-07-04,M,sen,CA,,1,Republican,,M001092,,,,,,408056
Dwyer,Florence,Price,,,,1902-07-04,F,rep,NJ,12,,Republican,,D000587,,,,,,403690
Kersten,Charles,Joseph,,,,1902-05-26,M,rep,WI,5,,Republican,,K000150,,,,,,406314
Watkins,George,Robert,,,,1902-05-21,M,rep,PA,9,,Republican,,W000192,,,,,,411364
McGrath,Christopher,Columbus,,,,1902-05-15,M,rep,NY,26,,Democrat,,M000455,,,,,,407454
Murphy,John,William,,,,1902-04-26,M,rep,PA,10,,Democrat,,M001099,,,,,,408063
Weiss,Samuel,Arthur,,,,1902-04-15,M,rep,PA,33,,Democrat,,W000257,,,,,,411425
Clark,David,Worth,,,,1902-04-02,M,sen,ID,,3,Democrat,,C000428,,,,,,402566
Rains,Albert,McKinley,,,,1902-03-11,M,rep,AL,0,,Democrat,,R000018,,,,,,409000
Randolph,Jennings,,,,,1902-03-08,M,sen,WV,,2,Democrat,,R000046,1421,,,,,409027
Pratt,Eliza,Jane,,,,1902-03-05,F,rep,NC,8,,Democrat,,P000498,,,,,,408883
Monroney,Almer,Stillwell Mike,,,,1902-03-02,M,sen,OK,,3,Democrat,,M000859,,,,,,407832
Hartley,Fred,Allan,Jr.,,,1902-02-22,M,rep,NJ,10,,Republican,,H000298,,,,,,405171
Holmes,Otis,Halbert,,,,1902-02-22,M,rep,WA,4,,Republican,,H000740,,,,,,405591
Moody,Arthur,Edson Blair,,,,1902-02-13,M,sen,MI,,1,Democrat,,M000878,,,,,,407850
Gossett,Ed,Lee,,,,1902-01-27,M,rep,TX,13,,Democrat,,G000338,,,,,,404694
Crow,William,Josiah,,,,1902-01-22,M,rep,PA,23,,Republican,,C000939,,,,,,403051
Fernández,Antonio,Manuel,,,,1902-01-17,M,rep,NM,0,,Democrat,,F000085,,,,,,404043
Baker,Howard,Henry,,,,1902-01-12,M,rep,TN,2,,Republican,,B000062,,,,,,401066
Manasco,Carter,,,,,1902-01-03,M,rep,AL,7,,Democrat,,M000094,,,,,,407118
Taylor,Dean,Park,,,,1902-01-01,M,rep,NY,31,,Republican,,T000070,,,,,,410655
Jeffrey,Harry,Palmer,,,,1901-12-26,M,rep,OH,3,,Republican,,J000073,,,,,,405976
Myers,Francis,John,,,,1901-12-18,M,sen,PA,,3,Democrat,,M001127,,,,,,408089
Zioncheck,Marion,Anthony,,,,1901-12-05,M,rep,WA,1,,Democrat,,Z000011,,,,,,412004
McCulloch,William,Moore,,,,1901-11-24,M,rep,OH,4,,Republican,,M000393,,,,,,407394
Baker,Irene,Bailey,,,,1901-11-17,F,rep,TN,2,,Republican,,B000064,,,,,,401068
Hagen,Harold,Christian,,,,1901-11-10,M,rep,MN,9,,Republican,,H000014,,,,,,404899
Whitaker,John,Albert,,,,1901-10-31,M,rep,KY,2,,Democrat,,W000348,,,,,,411510
Clark,Joseph,Sill,,,,1901-10-21,M,sen,PA,,3,Democrat,,C000444,,,,,,402582
Cole,Albert,McDonald,,,,1901-10-13,M,rep,KS,1,,Republican,,C000606,,,,,,402735
Hébert,Felix,Edward,,,,1901-10-12,M,rep,LA,1,,Democrat,,H000437,521,,,,,405303
Brophy,John,Charles,,,,1901-10-08,M,rep,WI,4,,Republican,,B000891,,,,,,401848
Breeding,James,Floyd,,,,1901-09-28,M,rep,KS,5,,Democrat,,B000791,,,,,,401748
Redden,Monroe,Minor,,,,1901-09-24,M,rep,NC,12,,Democrat,,R000104,,,,,,409083
Hansen,John,Robert,,,,1901-08-24,M,rep,IA,7,,Democrat,,H000173,,,,,,405054
Cooper,John,Sherman,,,,1901-08-23,M,sen,KY,,2,Republican,,C000758,,,,,,402878
Geelan,James,Patrick,,,,1901-08-11,M,rep,CT,3,,Democrat,,G000117,,,,,,404489
Harvey,Ralph,,,,,1901-08-09,M,rep,IN,10,,Republican,,H000310,,,,,,405183
Stennis,John,Cornelius,,,,1901-08-03,M,sen,MS,,1,Democrat,,S000852,1439,,,,,410315
Carroll,John,Albert,,,,1901-07-30,M,sen,CO,,3,Democrat,,C000189,,,,,,402336
Weis,Jessica,McCullough,,,,1901-07-08,F,rep,NY,38,,Republican,,W000256,,,,,,411424
Vreeland,Albert,Lincoln,,,,1901-07-02,M,rep,NJ,11,,Republican,,V000121,,,,,,411175
Symington,William,Stuart,,Stuart,,1901-06-26,M,sen,MO,,1,Democrat,,S001136,1444,,,,,410586
Donohue,Harold,Daniel,,,,1901-06-18,M,rep,MA,3,,Democrat,,D000419,305,,,,,403532
Johnson,Lester,Roland,,,,1901-06-16,M,rep,WI,9,,Democrat,,J000158,,,,,,406056
Gilmer,William,Franklin,,Dixie,,1901-06-07,M,rep,OK,1,,Democrat,,G000219,,,,,,404581
Tollefson,Thor,Carl,,,,1901-05-02,M,rep,WA,6,,Republican,,T000298,,,,,,410871
Bramblett,Ernest,King,,,,1901-04-25,M,rep,CA,13,,Republican,,B000762,,,,,,401721
Stockman,Lowell,,,,,1901-04-12,M,rep,OR,2,,Republican,,S000936,,,,,,410395
Voorhis,Horace,Jeremiah,,Jerry,,1901-04-06,M,rep,CA,12,,Democrat,,V000118,,,,,,411172
McConnell,Samuel,Kerns,Jr.,,,1901-04-06,M,rep,PA,13,,Republican,,M000354,,,,,,407362
Bowles,Chester,Bliss,,,,1901-04-05,M,rep,CT,2,,Democrat,,B000699,,,,,,401661
Norrell,Catherine,Dorris,,,,1901-03-30,F,rep,AR,6,,Democrat,,N000136,,,,,,408220
Delaney,James,Joseph,,,,1901-03-19,M,rep,NY,9,,Democrat,,D000211,280,,,,,403355
Talbot,Joseph,Edward,,,,1901-03-18,M,rep,CT,5,,Republican,,T000018,,,,,,410608
Wilson,Joseph,Franklin,,,,1901-03-18,M,rep,TX,5,,Democrat,,W000604,,,,,,411759
Jones,Paul,Caruthers,,,,1901-03-12,M,rep,MO,10,,Democrat,,J000246,,,,,,406139
Hall,Wilton,Earle,,,,1901-03-11,M,sen,SC,,3,Democrat,,H000080,,,,,,404963
Gibson,Ernest,William,Jr.,,,1901-03-06,M,sen,VT,,3,Republican,,G000159,,,,,,404526
Capozzoli,Louis,Joseph,,,,1901-03-06,M,rep,NY,13,,Democrat,,C000132,,,,,,402282
McMurray,Howard,Johnstone,,,,1901-03-03,M,rep,WI,5,,Democrat,,M000579,,,,,,407570
Ervin,Joseph,Wilson,,,,1901-03-03,M,rep,NC,10,,Democrat,,E000210,,,,,,403897
Carrigg,Joseph,Leonard,,,,1901-02-23,M,rep,PA,10,,Republican,,C000182,,,,,,402329
Bow,Frank,Townsend,,,,1901-02-20,M,rep,OH,16,,Republican,,B000676,,,,,,401638
Love,Francis,Johnson,,,,1901-01-23,M,rep,WV,1,,Republican,,L000454,,,,,,406944
Sundstrom,Frank,Leander,,,,1901-01-05,M,rep,NJ,11,,Republican,,S001076,,,,,,410530
White,Dudley,Allen,,,,1901-01-03,M,rep,OH,13,,Republican,,W000364,,,,,,411526
Libonati,Roland,Victor,,,,1900-12-29,M,rep,IL,7,,Democrat,,L000299,,,,,,406794
Multer,Abraham,Jacob,,,,1900-12-24,M,rep,NY,13,,Democrat,,M001074,,,,,,408040
Kelly,George,Bradshaw,,,,1900-12-12,M,rep,NY,38,,Democrat,,K000072,,,,,,406242
White,Cecil,Fielding,,,,1900-12-12,M,rep,CA,9,,Democrat,,W000359,,,,,,411521
Douglas,Helen,Gahagan,,,,1900-11-25,F,rep,CA,14,,Democrat,,D000454,,,,,,403564
Scott,Hugh,Doggett,Jr.,,,1900-11-11,M,sen,PA,,1,Republican,,S000174,1432,,,,,409680
Dies,Martin,,Jr.,,,1900-11-05,M,rep,TX,0,,Democrat,,D000338,,,,,,403456
Gale,Richard,Pillsbury,,,,1900-10-30,M,rep,MN,3,,Republican,,G000014,,,,,,404391
Fleger,Anthony,Alfred,,,,1900-10-21,M,rep,OH,22,,Democrat,,F000195,,,,,,404150
Morse,Wayne,Lyman,,,,1900-10-20,M,sen,OR,,3,Democrat,,M001014,,,,,,407981
Lind,James,Francis,,,,1900-10-17,M,rep,PA,21,,Democrat,,L000318,,,,,,406812
Hall,Leonard,Wood,,,,1900-10-02,M,rep,NY,2,,Republican,,H000060,,,,,,404945
Mahon,George,Herman,,,,1900-09-22,M,rep,TX,19,,Democrat,,M000065,726,,,,,407093
O’Brien,Leo,William,,,,1900-09-21,M,rep,NY,29,,Democrat,,O000015,,,,,,408266
Pepper,Claude,Denson,,,,1900-09-08,M,rep,FL,18,,Democrat,,P000218,907,,,,,408621
Simpson,Richard,Murray,,,,1900-08-30,M,rep,PA,18,,Republican,,S000436,,,,,,409930
Halleck,Charles,Abraham,,,,1900-08-22,M,rep,IN,2,,Republican,,H000081,,,,,,404964
Thomas,Lera,Millard,,,,1900-08-03,F,rep,TX,8,,Democrat,,T000178,,,,,,410759
Rogers,Byron,Giles,,,,1900-08-01,M,rep,CO,1,,Democrat,,R000389,,,,,,409357
Passman,Otto,Ernest,,,,1900-06-27,M,rep,LA,5,,Democrat,,P000098,892,,,,,408507
Siler,Eugene,,,,,1900-06-26,M,rep,KY,5,,Republican,,S000408,,,,,,409902
Mundt,Karl,Earl,,,,1900-06-03,M,sen,SD,,2,Republican,,M001078,,,,,,408043
Keating,Kenneth,Barnard,,,,1900-05-18,M,sen,NY,,1,Republican,,K000036,,,,,,406206
Cotton,Norris,H.,,,,1900-05-11,M,sen,NH,,3,Republican,,C000802,1309,,,,,402921
Kearns,Carroll,Dudley,,,,1900-05-07,M,rep,PA,24,,Republican,,K000032,,,,,,406202
Earthman,Harold,Henderson,,,,1900-04-13,M,rep,TN,5,,Democrat,,E000016,,,,,,403712
Downs,Le,Roy Donnelly,,,,1900-04-11,M,rep,CT,4,,Democrat,,D000475,,,,,,403584
Ellenbogen,Henry,,,,,1900-04-03,M,rep,PA,33,,Democrat,,E000111,,,,,,403802
Benton,William,,,,,1900-04-01,M,sen,CT,,1,Democrat,,B000399,,,,,,401390
Priest,James,Percy,,,,1900-04-01,M,rep,TN,5,,Democrat,,P000536,,,,,,408920
Kilday,Paul,Joseph,,,,1900-03-29,M,rep,TX,20,,Democrat,,K000171,,,,,,406335
Carpenter,Terry,McGovern,,,,1900-03-28,M,rep,NE,5,,Democrat,,C000172,,,,,,402320
Heselton,John,Walter,,,,1900-03-17,M,rep,MA,1,,Republican,,H000549,,,,,,405411
Aleshire,Arthur,William,,,,1900-02-15,M,rep,OH,7,,Democrat,,A000088,,,,,,400747
Wallhauser,George,Marvin,,,,1900-02-10,M,rep,NJ,12,,Republican,,W000089,,,,,,411268
Brown,John,Young,,,,1900-02-01,M,rep,KY,0,,Democrat,,B000934,,,,,,401888
Boileau,Gerald,John,,,,1900-01-15,M,rep,WI,7,,Progressive,,B000598,,,,,,401566
George,Myron,Virgil,,,,1900-01-06,M,rep,KS,3,,Republican,,G000129,,,,,,404499
O’Brien,George,Donoghue,,,,1900-01-01,M,rep,MI,13,,Democrat,,O000009,,,,,,408260
Contee,Benjamin,,,,,,M,rep,MD,3,,,,C000710,,,,,,402834
Grayson,William,,,,,,M,sen,VA,,1,Anti-Administration,,G000403,,,,,,404753
Izard,Ralph,,,,,,M,sen,SC,,3,Pro-Administration,,I000053,,,,,,412129
Stone,Michael,Jenifer,,,,,M,rep,MD,1,,,,S000961,,,,,,410420
Ashe,John,Baptista,,,,,M,rep,NC,3,,,,A000307,,,,,,400951
Key,Philip,,,,,,M,rep,MD,1,,,,K000158,,,,,,406322
Schoonmaker,Cornelius,Corneliusen,,,,,M,rep,NY,4,,,,S000140,,,,,,409648
Sheredine,Upton,,,,,,M,rep,MD,6,,,,S000340,,,,,,409837
Silvester,Peter,,,,,,M,rep,NY,5,,,,S000412,,,,,,409906
Sterett,Samuel,,,,,,M,rep,MD,4,,,,S000866,,,,,,410328
White,Alexander,,,,,,M,rep,VA,1,,,,W000352,,,,,,411514
Edwards,John,,,,,,M,sen,KY,,3,Anti-Administration,,E000075,,,,,,403764
Cadwalader,Lambert,,,,,,M,rep,NJ,-1,,,,C000012,,,,,,402174
Carnes,Thomas,Petters,,,,,M,rep,GA,-1,,,,C000163,,,,,,402311
Dawson,William,Johnson,,,,,M,rep,NC,8,,Anti-Administration,,D000157,,,,,,412032
Fitzsimons,Thomas,,,,,,M,rep,PA,-1,,,,F000178,,,,,,404133
Forrest,Uriah,,,,,,M,rep,MD,3,,,,F000282,,,,,,404232
Gillon,Alexander,,,,,,M,rep,SC,5,,,,G000211,,,,,,404574
Griffin,Samuel,,,,,,M,rep,VA,13,,,,G000466,,,,,,404811
Martin,Alexander,,,,,,M,sen,NC,,2,Republican,,M000166,,,,,,407188
Neville,Joseph,,,,,,M,rep,VA,3,,,,N000055,,,,,,408143
Scott,Thomas,,,,,,M,rep,PA,-1,,,,S000186,,,,,,409691
Walton,George,,,,,,M,sen,GA,,2,Federalist,,W000114,,,,,,412123
Bloodworth,Timothy,,,,,,M,sen,NC,,3,Republican,,B000563,,,,,,401537
Crabb,Jeremiah,,,,,,M,rep,MD,3,,Federalist,,C000848,,,,,,402964
Greenup,Christopher,,,,,,M,rep,KY,1,,Republican,,G000434,,,,,,404782
Henry,John,,,,,,M,sen,MD,,3,Federalist,,H000508,,,,,,405370
Marshall,Humphrey,,,,,,M,sen,KY,,3,Federalist,,M000155,,,,,,407176
Read,Jacob,,,,,,M,sen,SC,,3,Federalist,,R000092,,,,,,409072
Sherburne,John,Samuel,,,,,M,rep,NH,-1,,Republican,,S000339,,,,,,409836
Smith,Isaac,,,,,,M,rep,NJ,-1,,Federalist,,S000555,,,,,,410037
Sprigg,Thomas,,,,,,M,rep,MD,4,,Republican,,S000753,,,,,,410220
Strudwick,William,Francis,,,,,M,rep,NC,4,,Federalist,,S001029,,,,,,412181
Tatom,Absalom,,,,,,M,rep,NC,4,,Republican,,T000050,,,,,,410638
Hunter,John,,,,,,M,sen,SC,,2,Republican,,H000982,,,,,,412128
Laurance,John,,,,,,M,sen,NY,,3,Federalist,,L000120,,,,,,406626
Tattnall,Josiah,,,,,,M,sen,GA,,2,Republican,,T000052,,,,,,410640
Benton,Lemuel,,,,,,M,rep,SC,3,,Republican,,B000396,,,,,,401387
Brooks,David,,,,,,M,rep,NY,5,,Federalist,,B000875,,,,,,401832
Bryan,Nathan,,,,,,M,rep,NC,10,,Republican,,B000991,,,,,,401943
Burges,Dempsey,,,,,,M,rep,NC,8,,Republican,,B001081,,,,,,402027
Harrison,Carter,Bassett,,,,,M,rep,VA,10,,Republican,,H000266,,,,,,412155
Lloyd,James,,,,,,M,sen,MD,,3,Federalist,,L000377,,,,,,406869
Locke,Matthew,,,,,,M,rep,NC,2,,Republican,,L000389,,,,,,406881
Machir,James,,,,,,M,rep,VA,3,,Federalist,,M000013,,,,,,412066
McClenachan,Blair,,,,,,M,rep,PA,2,,Republican,,M000336,,,,,,412070
Morgan,Daniel,,,,,,M,rep,VA,1,,Federalist,,M000946,,,,,,407914
Smith,William,Loughton,,,,,M,rep,SC,1,,Federalist,,S000633,,,,,,410107
Swanwick,John,,,,,,M,rep,PA,1,,Republican,,S001095,,,,,,410548
Thomson,Mark,,,,,,M,rep,NJ,-1,,Federalist,,T000232,,,,,,410811
Van Alen,John,Evert,,,,,M,rep,NY,7,,Federalist,,V000012,,,,,,411070
Williams,John,,,,,,M,rep,NY,9,,Federalist,,W000513,,,,,,411671
North,William,,,,,,M,sen,NY,,1,Federalist,,N000142,,,,,,408226
Cocke,William,,,,,,M,sen,TN,,2,Republican,,C000572,,,,,,402701
Davenport,Franklin,,,,,,M,rep,NJ,5,,Federalist,,D000069,,,,,,403207
Dent,George,,,,,,M,rep,MD,1,,Federalist,,D000254,,,,,,403392
Dickson,Joseph,,,,,,M,rep,NC,1,,Federalist,,D000331,,,,,,403449
Evans,Thomas,,,,,,M,rep,VA,12,,Federalist,,E000257,,,,,,412146
Jones,James,,,,,,M,rep,GA,-1,,Federalist,,J000227,,,,,,412060
Kittera,John,Wilkes,,,,,M,rep,PA,7,,Federalist,,K000253,,,,,,406412
Linn,James,,,,,,M,rep,NJ,3,,Republican,,L000336,,,,,,406829
Nicholas,John,,,,,,M,rep,VA,18,,Republican,,N000084,,,,,,412171
Powell,Leven,,,,,,M,rep,VA,17,,Federalist,,P000482,,,,,,408867
Colhoun,John,Ewing,,,,,M,sen,SC,,3,Republican,,C000627,,,,,,402756
Davis,Thomas,Terry,,,,,M,rep,KY,1,,Republican,,D000138,,,,,,412031
Elmendorf,Lucas,Conrad,,,,,M,rep,NY,4,,Republican,,E000153,,,,,,403844
Hunter,Narsworthy,,,,,,M,rep,MS,-1,,,,H000986,,,,,,412054
Johnson,Charles,,,,,,M,rep,NC,8,,Republican,,J000123,,,,,,412057
Jones,William,,,,,,M,rep,PA,1,,Republican,,J000258,,,,,,406150
Rutledge,John,,Jr.,,,,M,rep,SC,2,,Federalist,,R000553,,,,,,409509
Sprigg,"Richard,",Jr.,,,,,M,rep,MD,2,,Republican,,S000752,,,,,,412180
Taliaferro,Benjamin,,,,,,M,rep,GA,-1,,Republican,,T000025,,,,,,410614
Van Ness,John,Peter,,,,,M,rep,NY,6,,Republican,,V000049,,,,,,411091
